gene_id,SRR10229809,SRR10229810,SRR10229811,SRR10229812,SRR10229813,SRR10229814,SRR10229815,SRR10229816
gene_3951,5,0,13,10,225,5,0,205
gene_3954,3,0,0,0,4,0,0,0
gene_3955,0,0,0,0,0,0,0,0
gene_3966,0,0,0,0,10,0,0,11
gene_3969,7,0,12,3,102,5,3,37
gene_3967,66,24,56,26,702,53,31,433
gene_3970,177,58,152,41,1955,120,51,920
gene_3984,0,0,0,0,43,0,0,39
gene_3979,11,0,4,0,26,0,0,8
gene_4005,7,11,6,0,43,20,2,37
gene_4006,9,2,34,15,194,7,0,139
gene_4003,0,3,2,0,94,10,0,36
gene_4004,324,75,206,83,2392,194,76,1345
gene_4008,6,3,8,11,115,2,0,50
gene_4009,2,3,4,0,60,13,16,46
gene_3986,2246,802,1758,600,15867,1592,644,13401
gene_4011,17,10,0,0,31,3,0,25
gene_4013,17,16,17,7,141,22,14,42
gene_4014,9,5,14,5,240,19,6,57
gene_4016,35,12,26,15,268,11,9,241
gene_4019,26,11,0,0,11,14,10,18
gene_4021,0,0,0,5,30,0,2,6
gene_4022,13,11,11,0,57,0,0,44
gene_4023,4,0,0,0,26,0,0,11
gene_4026,29,15,12,6,236,18,7,162
gene_4032,8,0,0,0,19,2,1,9
gene_4033,24,4,5,5,71,15,0,23
gene_4035,8,4,0,0,14,0,0,6
gene_4037,2,0,0,0,0,0,0,4
gene_4038,7,0,11,7,88,0,0,52
gene_4042,6,9,10,14,166,15,11,114
gene_4040,1,0,3,0,0,0,0,0
gene_4041,25,11,11,7,231,19,0,118
gene_4045,9,0,8,5,56,0,0,25
gene_4049,58,9,33,3,210,49,14,184
gene_4053,23,4,5,4,16,12,0,31
gene_4056,0,0,0,0,0,4,0,0
gene_4057,67,30,38,20,538,87,30,301
gene_4058,573,242,353,119,3759,672,248,2163
gene_4059,330,227,216,74,1747,373,175,1156
gene_4060,277,134,168,65,1633,204,60,903
gene_4062,133,39,96,34,1006,62,39,649
gene_4063,17,8,32,8,252,29,8,135
gene_4066,318,101,132,46,1201,203,78,761
gene_4069,33,2,72,40,619,6,8,452
gene_4075,0,0,0,0,6,0,0,0
gene_4076,5,0,3,0,6,0,0,8
gene_4083,0,0,0,0,17,0,0,4
gene_4085,16,7,25,11,131,7,0,121
gene_4086,11,0,8,0,36,0,6,37
gene_4087,20,27,31,10,183,20,3,133
gene_4088,41,30,93,23,387,47,21,352
gene_4089,1822,649,550,189,4396,1148,475,2046
gene_4090,149,47,60,31,612,72,14,266
gene_4092,16,12,5,0,15,6,0,8
gene_4094,0,0,0,0,0,0,0,0
gene_4093,142,80,153,39,970,156,64,627
gene_4097,5,0,0,0,4,0,0,0
gene_4098,0,0,0,0,3,0,0,7
gene_4099,13,4,0,0,21,19,6,28
gene_4100,3,0,3,0,20,3,0,4
gene_4102,23,0,27,0,114,23,12,44
gene_4104,0,0,0,0,0,0,0,0
gene_4103,80,32,187,81,8536,52,30,1755
gene_4105,0,10,7,11,121,15,0,69
gene_4106,0,0,0,0,7,5,3,3
gene_4109,3,10,6,11,92,3,0,44
gene_4110,59,7,24,14,339,21,9,139
gene_4111,3,0,3,0,13,0,0,7
gene_4121,87,32,61,24,785,62,32,608
gene_4122,3,1,7,4,98,19,5,52
gene_4124,7,0,0,0,13,0,0,0
gene_4126,8,0,0,0,9,0,0,12
gene_4127,34,7,19,9,180,22,11,116
gene_4129,0,4,2,6,158,10,0,62
gene_4130,5,3,4,0,74,0,0,27
gene_4133,0,0,0,0,7,6,0,7
gene_4134,7,2,3,0,13,13,5,28
gene_4136,4,0,0,4,49,0,0,50
gene_4137,3,1,5,3,323,9,4,83
gene_4139,114,17,525,243,3496,58,21,1764
gene_4135,943,338,719,297,5085,873,340,4401
gene_4141,0,0,0,0,11,0,0,5
gene_4140,16,8,15,3,152,9,0,73
gene_4143,10,4,0,0,21,0,4,14
gene_4144,14,0,0,0,42,0,0,35
gene_4147,16,4,31,4,232,14,4,127
gene_4155,30,21,32,11,304,27,15,173
gene_4157,1088,436,410,166,3268,722,309,1746
gene_4158,735,270,352,155,2693,501,203,1962
gene_4162,0,0,0,0,31,8,2,34
gene_4163,12,6,15,8,57,15,5,64
gene_4164,7,0,0,0,14,2,0,8
gene_4166,46,23,38,16,184,23,12,153
gene_4168,9,2,4,0,22,0,4,14
gene_4159,4,3,9,0,156,13,8,81
gene_4160,2550,1064,1515,564,15176,1606,715,8829
gene_4161,206,100,119,67,1477,185,51,927
gene_4170,30,9,22,13,27,16,0,8
gene_4169,468,175,175,95,1353,301,119,876
gene_4173,48,16,16,7,72,33,15,68
gene_4174,13,3,5,0,32,7,3,29
gene_4175,23,17,18,5,177,28,4,106
gene_4176,198,92,145,49,1274,208,63,793
gene_4177,39,8,28,15,433,42,11,292
gene_4183,0,0,0,0,9,0,0,11
gene_4187,2,0,0,0,55,7,5,25
gene_4186,146,48,36,14,541,120,42,247
gene_4188,14,4,5,0,76,7,0,52
gene_4179,622,259,372,146,3087,559,156,1224
gene_4180,998,426,599,194,5401,779,276,2711
gene_4181,132,67,98,32,966,103,26,662
gene_4192,92,30,25,19,405,53,47,309
gene_4196,35,16,16,15,159,28,7,104
gene_4199,24,8,15,0,118,19,7,49
gene_4202,155,50,83,28,802,101,40,463
gene_4205,11,4,28,3,149,14,0,42
gene_4189,1382,541,1150,410,14845,1036,426,9492
gene_4190,701,311,586,285,4438,523,233,2527
gene_4217,0,0,0,0,0,0,0,0
gene_4210,124,33,98,31,677,71,17,347
gene_4218,40,12,36,14,284,21,19,186
gene_4223,3,0,8,0,11,0,0,10
gene_4225,0,0,0,0,6,4,0,0
gene_3655,0,0,0,0,3,2,3,0
gene_3682,0,0,0,0,0,0,0,0
gene_3683,0,0,0,0,7,0,0,0
gene_3684,0,0,0,0,9,0,0,9
gene_3685,0,0,4,0,6,0,0,7
gene_3686,0,0,4,4,77,0,0,14
gene_3687,0,0,0,4,8,0,0,0
gene_3689,0,0,0,0,0,0,0,0
gene_3694,0,0,0,0,2,5,0,6
gene_3696,0,0,0,0,0,0,0,0
gene_3698,0,0,0,0,0,0,0,0
gene_3699,0,0,0,0,8,0,0,4
gene_3700,0,0,0,0,0,0,0,0
gene_3701,0,0,0,0,0,0,0,0
gene_3702,0,0,0,0,0,0,0,0
gene_3703,0,0,0,0,6,3,0,0
gene_3710,0,0,0,0,0,0,0,0
gene_3712,0,0,0,0,13,0,0,7
gene_3715,0,3,3,0,0,2,2,0
gene_3716,0,0,0,0,11,0,0,0
gene_3721,0,0,0,0,32,5,0,8
gene_3724,0,0,0,0,4,0,0,0
gene_3731,0,0,0,0,0,0,0,0
gene_3732,0,0,0,0,0,0,0,0
gene_3733,0,0,0,0,0,0,0,0
gene_3734,0,0,0,0,0,0,0,0
gene_3736,0,0,0,0,0,0,0,0
gene_3738,0,0,0,0,28,0,0,16
gene_3763,0,0,0,0,0,0,0,0
gene_3766,0,0,0,0,0,0,0,4
gene_3769,0,0,0,0,0,0,0,0
gene_3770,0,0,0,0,0,0,0,0
gene_3771,0,0,2,0,6,0,0,0
gene_3773,0,0,0,0,0,0,0,3
gene_3775,0,0,0,0,0,0,0,0
gene_3784,0,0,0,0,0,0,0,0
gene_3785,0,0,0,0,0,0,0,0
gene_3786,0,0,0,0,0,0,0,0
gene_3787,0,0,0,0,0,0,0,0
gene_3788,0,0,0,0,0,0,0,3
gene_3789,0,0,0,0,0,0,0,0
gene_3790,0,7,2,0,13,7,14,4
gene_3793,0,9,0,0,37,6,0,22
gene_3798,0,0,0,0,6,0,0,5
gene_3842,0,0,0,0,3,0,0,6
gene_3843,0,0,0,0,10,0,0,10
gene_3848,0,0,0,2,14,0,0,6
gene_3849,0,0,0,0,6,0,0,0
gene_3851,0,0,0,0,4,0,0,0
gene_3869,0,0,2,0,17,7,0,5
gene_3870,0,0,0,0,0,0,0,0
gene_3876,0,0,0,5,18,12,3,5
gene_3877,0,0,0,0,0,0,0,0
gene_3878,0,0,10,0,24,0,0,3
gene_3880,0,0,0,0,19,0,0,4
gene_3881,0,0,0,0,5,0,0,0
gene_3882,0,0,0,0,3,0,0,0
gene_3891,0,0,0,0,0,0,0,0
gene_3897,0,0,0,0,3,0,0,0
gene_3898,0,0,0,0,0,0,0,0
gene_3899,0,0,0,0,3,0,0,0
gene_3900,0,0,0,0,0,0,0,0
gene_3901,0,0,0,0,0,0,0,0
gene_3902,0,0,0,0,2,0,0,2
gene_3906,0,2,21,8,87,0,0,68
gene_3907,0,0,0,0,16,0,0,3
gene_3908,0,0,0,0,0,0,0,0
gene_3911,0,0,0,0,6,0,0,4
gene_3912,0,0,0,0,0,0,0,0
gene_3914,0,0,0,0,0,0,0,0
gene_3915,0,0,0,0,0,0,0,0
gene_3916,0,0,0,0,0,0,0,0
gene_3917,0,0,0,0,0,0,0,0
gene_3918,0,0,0,0,0,0,0,0
gene_3919,0,0,0,0,0,0,0,0
gene_3920,0,0,0,0,0,0,0,6
gene_3921,0,0,0,0,0,0,0,0
gene_3922,0,0,0,0,4,0,0,0
gene_3923,0,0,0,0,0,0,0,0
gene_3924,0,0,0,0,0,0,0,0
gene_3925,0,0,0,0,0,0,0,0
gene_3926,0,0,0,0,0,0,0,0
gene_3927,0,0,0,0,0,0,0,0
gene_3928,0,0,0,0,0,0,0,0
gene_3929,0,0,0,0,0,0,0,0
gene_3930,0,0,0,0,0,0,0,0
gene_3937,0,0,0,0,0,0,0,0
gene_3938,0,6,0,0,39,0,0,0
gene_3939,0,0,0,0,4,0,0,0
gene_3646,20,6,5,12,42,10,5,10
gene_3647,161,86,80,16,602,111,34,271
gene_3648,58,16,8,5,139,34,8,116
gene_3649,33,13,19,13,79,38,18,67
gene_3650,75,35,73,24,303,73,19,181
gene_3651,245,124,91,23,1100,177,64,604
gene_3652,406,174,193,77,1661,292,126,900
gene_3653,504,163,358,133,2728,350,162,1548
gene_3654,211,101,99,50,1012,178,87,624
gene_3656,509,205,421,157,3301,454,163,1831
gene_3657,218,97,208,109,2077,229,73,1499
gene_3658,25,8,38,8,210,34,8,96
gene_3659,385,193,310,156,3032,324,173,1696
gene_3660,545,211,295,115,4081,470,171,2280
gene_3661,228,94,166,59,2871,306,92,2182
gene_3662,24,11,36,14,128,20,9,160
gene_3663,535,185,345,108,4396,388,171,3587
gene_3664,167,95,149,46,1074,209,41,689
gene_3665,2426,930,1356,545,8626,1914,649,4029
gene_3666,114,83,62,31,540,80,48,327
gene_3667,7,2,2,4,26,0,0,18
gene_3668,416,181,232,132,2068,346,140,1218
gene_3669,50,21,42,8,158,37,8,153
gene_3670,116,43,162,59,480,92,32,544
gene_3671,1117,433,1197,508,5375,747,312,3294
gene_3672,266,105,159,60,1430,239,109,814
gene_3673,139,47,83,21,462,64,33,306
gene_3674,317,140,129,53,956,192,101,714
gene_3675,997,426,613,287,3931,712,355,1725
gene_3676,23,22,20,10,261,44,27,196
gene_3677,238,76,85,47,1027,261,122,481
gene_3678,2133,810,1844,853,18198,1778,708,10212
gene_3679,502,194,282,139,2594,369,153,1499
gene_3680,965,363,725,327,8220,853,296,5717
gene_3681,304,125,410,170,5347,269,104,3220
gene_3688,53,5,41,15,375,46,15,331
gene_3690,2,0,0,0,0,0,0,0
gene_3691,484,166,296,149,924,411,157,648
gene_3692,60,20,14,10,187,54,28,143
gene_3693,61,24,15,16,336,42,21,228
gene_3695,183,94,112,58,719,117,36,457
gene_3697,103,52,79,40,524,93,45,246
gene_3704,21,10,11,4,104,38,11,59
gene_3705,7,0,0,0,16,0,0,19
gene_3706,10,3,11,0,23,13,0,26
gene_3707,13,11,25,0,79,13,3,70
gene_3708,84,45,85,21,428,71,23,315
gene_3709,418,155,294,70,2711,325,180,1575
gene_3711,98,65,68,34,584,54,12,331
gene_3713,580,252,318,151,2517,420,246,1346
gene_3714,171,62,78,30,768,136,60,457
gene_3717,1257,508,831,290,7461,943,323,3918
gene_3718,418,174,347,102,4294,411,137,2601
gene_3719,527,263,337,157,1578,435,195,1394
gene_3720,1060,471,677,298,6085,869,289,4102
gene_3722,115,71,178,56,683,193,60,411
gene_3723,12,0,14,0,41,16,0,42
gene_3725,47,18,61,19,215,39,25,109
gene_3726,10608,4378,8475,3424,147740,8575,3246,88978
gene_3727,625,280,545,241,5395,621,238,2570
gene_3729,81,19,71,11,450,41,8,192
gene_3730,158,98,103,36,880,161,74,455
gene_3735,241,112,328,98,1986,247,82,1314
gene_3737,8,0,3,2,16,0,0,14
gene_3739,523,193,386,160,2062,485,144,1876
gene_3740,219,108,59,53,839,162,50,342
gene_3741,208,88,114,55,708,187,69,484
gene_3742,1476,687,1132,648,8485,1397,721,5245
gene_3743,527,249,295,88,1517,433,178,784
gene_3744,524,227,533,222,1785,354,197,891
gene_3745,709,258,647,295,5219,563,226,2928
gene_3746,15,5,26,6,230,33,12,101
gene_3747,25,24,22,0,248,29,14,113
gene_3748,70,46,70,41,718,72,42,561
gene_3749,149,75,94,39,790,171,87,468
gene_3750,520,142,229,90,1051,452,155,520
gene_3751,172,87,72,34,695,133,71,387
gene_3752,758,282,513,154,4138,567,251,2028
gene_3753,295,91,99,43,1194,204,83,727
gene_3754,1257,558,747,347,4911,1096,509,3083
gene_3755,2613,1017,857,314,8302,2326,753,4621
gene_3756,219,73,116,47,1156,207,61,690
gene_3757,4,0,5,0,15,0,0,10
gene_3758,391,163,429,212,2121,301,171,1010
gene_3759,157,57,179,102,1194,154,59,700
gene_3760,971,376,987,537,4702,856,378,2391
gene_3761,187,64,89,42,482,174,64,220
gene_3762,1,0,0,0,0,0,0,2
gene_3764,502,139,315,109,3023,445,130,1736
gene_3765,48,18,26,32,348,59,25,291
gene_3767,5,6,8,3,61,5,3,64
gene_3768,33,14,20,0,173,29,9,207
gene_3772,3,0,4,0,19,8,4,6
gene_3774,12,0,13,6,29,8,4,17
gene_3776,13,0,0,0,0,0,0,0
gene_3777,5,17,15,8,111,13,16,64
gene_3778,10,0,8,0,46,0,9,62
gene_3779,8,0,5,1,106,0,0,21
gene_3780,109,53,128,48,792,98,43,539
gene_3781,509,180,199,60,3601,482,188,1827
gene_3782,12,0,12,3,17,10,0,0
gene_3783,224,101,96,53,1647,203,66,403
gene_3791,3,0,7,0,26,10,4,26
gene_3792,5,4,3,0,33,5,0,7
gene_3794,2,0,3,2,21,4,2,2
gene_3795,8,7,0,0,17,10,2,19
gene_3796,13,2,25,13,265,11,12,173
gene_3797,22,6,7,4,42,10,11,13
gene_3799,22,5,18,0,51,19,7,72
gene_3800,981,354,864,344,5606,850,315,3524
gene_3801,16,0,3,13,76,0,0,25
gene_3802,326,157,179,74,1150,220,133,719
gene_3803,11,0,3,0,11,3,4,16
gene_3804,139,29,83,45,562,103,43,308
gene_3805,341,148,223,83,1275,306,156,943
gene_3806,2268,1067,1587,641,13055,1964,870,8237
gene_3807,390,166,423,174,2514,302,129,1465
gene_3808,566,312,344,158,2924,525,291,2616
gene_3809,188,78,131,62,962,118,54,574
gene_3810,1370,506,1071,336,7937,1031,312,4946
gene_3811,142,54,115,55,1291,134,51,797
gene_3812,4,0,4,0,7,0,0,8
gene_3813,327,116,271,98,1671,223,75,796
gene_3814,164,56,80,40,955,145,38,493
gene_3819,227,111,143,64,1377,171,72,703
gene_3820,1532,600,894,349,7561,896,430,4667
gene_3821,2676,1128,1685,729,10040,2047,743,5425
gene_3822,1531,569,787,299,7371,1243,492,4448
gene_3823,2845,1295,2639,1158,27663,2453,800,17960
gene_3824,462,183,543,218,3308,468,133,1690
gene_3825,242,100,411,217,2256,189,74,1494
gene_3826,9,5,0,0,57,4,0,54
gene_3827,1639,839,555,241,2519,1221,544,1621
gene_3828,32,11,14,5,108,34,12,58
gene_3829,155,80,28,9,555,168,75,394
gene_3830,62,8,62,22,508,43,16,406
gene_3831,439,183,193,66,3010,377,155,1925
gene_3832,484,189,268,99,2656,401,165,1638
gene_3833,860,380,535,252,3615,720,366,1963
gene_3834,321,133,259,95,1783,261,116,916
gene_3836,22,7,8,4,50,9,1,40
gene_3837,26,14,25,4,152,16,3,106
gene_3838,3460,1473,3839,1560,107843,3794,1551,68330
gene_3839,13,13,32,0,187,29,3,73
gene_3840,211,75,347,164,989,181,81,723
gene_3841,13,5,6,5,38,4,13,41
gene_3844,94,55,45,20,876,75,31,583
gene_3845,11,0,0,0,80,4,5,20
gene_3846,88,26,53,17,1129,94,52,549
gene_3847,69,53,15,4,128,80,30,104
gene_3850,9,2,0,0,32,18,0,6
gene_3852,337,94,280,128,1303,216,75,865
gene_3853,120,59,91,47,465,99,54,301
gene_3854,773,347,608,276,3257,581,280,1923
gene_3855,641,209,441,169,2753,385,166,1484
gene_3856,742,341,405,191,3236,639,288,2120
gene_3857,162,87,44,25,788,124,50,339
gene_3858,958,398,529,183,7004,624,291,5138
gene_3859,14,3,8,0,104,12,5,45
gene_3860,10,11,7,3,101,21,5,63
gene_3861,1035,392,440,179,4371,753,334,3050
gene_3862,193,106,80,43,984,190,84,638
gene_3863,1325,508,446,207,3444,936,433,2033
gene_3864,436,152,369,165,3158,328,162,2032
gene_3865,99,29,46,28,526,61,8,294
gene_3866,529,252,475,199,4410,427,186,3007
gene_3867,733,290,563,196,7553,642,207,4729
gene_3868,8,3,11,0,15,5,9,41
gene_3871,2456,1020,1997,836,15453,1929,828,10008
gene_3872,1816,789,1158,439,10960,1516,552,6662
gene_3873,279,111,145,66,1861,217,101,1207
gene_3874,567,188,343,138,3314,389,167,1977
gene_3875,220,92,199,50,1509,181,64,874
gene_3879,3,0,0,0,0,0,0,0
gene_3883,277,109,273,109,1757,163,72,843
gene_3884,872,342,507,187,5213,887,356,3401
gene_3885,1258,615,968,446,5273,1034,467,3717
gene_3886,9,5,18,2,11,10,0,31
gene_3887,41,19,42,10,301,71,15,277
gene_3888,733,287,1309,591,2926,650,265,1576
gene_3889,162,67,77,39,695,65,52,421
gene_3890,3,0,0,0,0,5,12,13
gene_3892,6071,2563,2443,1099,16441,5020,1867,8174
gene_3893,2,0,0,0,13,0,0,4
gene_3894,4,3,23,7,140,20,10,115
gene_3895,13,0,5,2,6,0,0,24
gene_3896,29,10,0,0,70,14,5,16
gene_3903,218,94,47,14,708,131,80,457
gene_3904,213,95,102,35,1243,226,92,601
gene_3909,14,13,17,7,156,25,8,85
gene_3910,25,13,10,0,85,16,4,25
gene_3913,4,0,0,0,17,3,0,6
gene_3932,164,58,57,22,559,112,24,343
gene_3933,23,5,32,4,122,6,4,107
gene_3934,457,161,246,120,2388,392,150,1493
gene_3936,46,24,40,7,448,58,13,286
gene_3940,1803,714,657,259,6428,1209,522,4435
gene_3941,6,0,0,0,25,2,0,8
gene_3942,3935,1564,2141,898,16998,3172,1233,7768
gene_3943,2553,1025,1574,572,10373,2022,698,5539
gene_3944,2783,871,1586,643,11833,2045,658,5828
gene_3945,3,0,6,0,9,4,0,15
gene_3946,2946,957,1092,404,7835,1811,611,5927
gene_4234,12,3,18,3,72,0,6,47
gene_4229,6,3,13,0,32,12,6,50
gene_4226,60,8,14,0,168,28,12,102
gene_4239,8,3,0,0,14,0,0,4
gene_4227,105,35,45,26,696,87,33,372
gene_4228,208,77,167,49,1609,158,70,949
gene_4240,9,0,0,0,8,0,0,0
gene_4241,80,23,48,23,277,49,16,207
gene_4292,4,5,0,0,21,2,3,4
gene_4293,204,83,34,32,531,109,87,280
gene_4296,3,0,0,0,8,4,0,3
gene_4294,368,143,257,96,870,253,107,541
gene_4297,19,5,9,17,86,40,0,44
gene_4299,16,5,5,0,58,2,6,40
gene_4302,9,3,0,0,31,0,7,0
gene_4303,87,30,35,12,469,71,19,487
gene_4307,0,0,0,0,0,0,0,6
gene_4305,76,30,45,10,228,35,10,187
gene_4308,2,0,0,0,8,0,0,4
gene_4323,7,3,16,6,55,13,6,48
gene_4322,194,75,31,10,258,136,38,82
gene_4244,0,0,0,0,0,0,0,0
gene_4246,0,0,0,0,8,5,0,0
gene_4248,0,0,0,0,0,0,0,0
gene_4249,0,0,0,0,4,0,0,5
gene_4250,0,0,0,0,0,0,0,0
gene_4251,0,0,0,0,0,0,0,0
gene_4252,0,0,0,0,0,0,0,0
gene_4254,0,0,18,14,35,0,0,119
gene_4257,0,0,0,0,19,0,8,12
gene_4258,0,0,0,0,0,0,0,0
gene_4259,0,0,0,0,0,0,0,0
gene_4260,0,0,0,0,0,0,0,0
gene_4261,0,0,0,0,7,0,0,12
gene_4262,0,0,0,0,4,0,0,4
gene_4263,0,0,0,0,0,0,0,7
gene_4265,0,0,0,0,0,0,0,0
gene_4270,0,0,0,0,11,0,0,6
gene_4272,0,0,0,0,13,0,0,6
gene_4273,0,0,16,4,14,0,3,11
gene_4280,0,0,0,0,0,0,0,0
gene_4242,5351,2038,2319,940,22533,4228,1634,11556
gene_4243,232,117,42,32,725,231,60,352
gene_4245,6,4,17,0,23,10,3,21
gene_4247,291,85,329,88,2396,201,84,1861
gene_4253,4,0,11,0,27,0,8,16
gene_4255,15,8,14,5,105,26,5,24
gene_4256,59,23,74,6,295,59,3,86
gene_4264,69,15,47,16,680,40,27,379
gene_4266,40,19,22,6,277,49,15,85
gene_4267,293,116,216,90,1662,288,78,904
gene_4268,535,212,317,147,2918,378,143,1656
gene_4269,6,0,0,0,6,0,0,5
gene_4271,13,7,8,7,55,13,5,50
gene_4274,373,142,393,189,3934,362,173,1926
gene_4275,409,206,321,105,5203,319,109,2708
gene_4276,695,337,547,203,4735,523,239,2709
gene_4277,317,121,250,88,1776,219,104,1054
gene_4278,32,7,9,7,81,14,6,38
gene_4279,4,0,4,0,22,6,0,14
gene_4281,7,0,6,3,23,0,0,16
gene_4282,37,16,18,24,261,16,6,68
gene_4283,9666,4201,7613,3321,49417,7547,3006,35931
gene_4284,469,233,486,200,3063,431,172,1703
gene_4285,473,246,328,148,2569,479,206,1399
gene_4286,362,154,255,101,2710,294,119,1596
gene_4288,782,253,383,123,2170,613,179,1466
gene_4289,3180,1252,1848,759,19207,2348,886,13372
gene_4290,66,26,39,19,478,62,15,348
gene_5342,13,11,288,128,1430,25,0,561
gene_5343,6,0,0,0,81,0,0,24
gene_5348,0,0,0,4,15,0,0,18
gene_5349,7,0,0,0,7,0,0,0
gene_5345,21,7,14,3,247,40,24,64
gene_5346,111,36,49,20,408,60,7,244
gene_5352,8,4,0,5,28,0,0,12
gene_5353,15,0,9,7,125,17,0,69
gene_5354,0,0,0,0,0,0,0,6
gene_5351,278,94,164,47,1802,175,69,883
gene_5355,18,13,22,0,157,26,0,90
gene_5358,5,0,0,6,12,7,0,7
gene_5357,79,22,108,45,468,76,30,379
gene_5363,19,2,11,6,22,11,0,35
gene_5367,43,14,25,4,201,66,18,223
gene_5368,9,5,17,4,51,14,7,21
gene_5373,7,0,0,0,9,0,3,24
gene_5369,3,4,7,8,84,4,3,73
gene_5370,180,54,244,91,1543,177,63,1057
gene_5374,0,0,0,0,2,0,0,0
gene_5375,59,13,25,11,243,40,10,130
gene_5376,69,10,36,9,315,49,35,225
gene_5379,43,12,66,19,434,50,27,211
gene_5382,0,0,0,0,6,0,0,0
gene_5383,15,6,21,6,41,4,11,63
gene_5380,153,68,78,38,1214,139,58,334
gene_5381,68,27,45,5,330,49,14,188
gene_5384,8,0,0,0,12,0,0,0
gene_5385,49,27,24,13,413,29,18,313
gene_5387,6,0,3,0,9,0,5,15
gene_5377,389,156,202,78,1755,187,78,1271
gene_5378,4569,1824,2724,1083,21768,4327,1611,14029
gene_5391,8,0,6,0,18,0,4,13
gene_5392,43,18,26,8,141,33,5,119
gene_5395,9,5,30,9,57,13,4,69
gene_5388,1522,564,1212,484,9000,1196,438,6733
gene_5393,113,44,39,20,238,68,34,256
gene_5397,35,5,8,0,104,17,0,80
gene_5400,0,0,4,0,49,7,0,21
gene_5398,17,0,8,0,55,19,0,49
gene_5399,13,0,9,6,60,4,5,78
gene_5484,0,0,7,4,17,5,4,15
gene_5487,10,8,15,0,77,9,0,39
gene_5488,0,0,5,0,11,6,4,17
gene_5489,9,10,0,0,32,0,0,15
gene_5497,24,7,15,4,106,27,6,74
gene_5499,44,9,28,10,384,29,18,288
gene_5502,13,0,0,0,24,12,6,8
gene_5501,9,4,12,7,75,21,0,47
gene_5504,3,0,0,0,4,0,0,0
gene_5509,2,0,0,0,4,0,0,4
gene_5506,12,3,5,4,14,11,0,23
gene_5507,7,3,4,3,44,8,7,0
gene_5508,15,0,11,0,136,6,9,111
gene_5519,6,4,9,11,36,4,0,45
gene_5520,83,27,38,11,479,76,20,261
gene_5522,6,0,0,0,32,0,0,15
gene_5523,47,7,22,4,193,41,15,154
gene_5525,54,11,13,3,126,19,7,43
gene_5530,176,56,83,27,1086,125,50,491
gene_5531,55,12,22,8,110,50,14,73
gene_5542,10,0,0,0,125,9,0,52
gene_5543,47,16,32,12,947,43,17,510
gene_5544,10,0,24,11,35,13,0,31
gene_5548,24,11,181,59,1014,27,31,485
gene_5547,308,137,1473,743,7752,257,111,4397
gene_5550,93,45,64,41,577,102,37,486
gene_5552,37,25,29,10,187,16,13,130
gene_5553,5,0,4,0,80,5,2,58
gene_5568,0,0,8,0,33,6,3,20
gene_5567,16,8,22,0,126,10,4,79
gene_5577,0,0,0,0,0,0,0,25
gene_5578,804,272,575,215,6554,675,278,3791
gene_5580,146,73,168,77,852,85,40,569
gene_5583,3,0,0,0,9,0,0,0
gene_5584,12,5,5,0,83,6,3,58
gene_5582,0,0,0,0,13,2,0,0
gene_5581,145,29,111,58,829,128,29,673
gene_5588,14,7,5,2,81,14,4,36
gene_5589,52,14,41,6,98,33,6,78
gene_5590,90,26,5,0,112,71,16,37
gene_5586,970,323,694,227,2856,618,170,1902
gene_5598,14,8,19,14,44,11,6,15
gene_5599,12,0,2,0,25,0,0,30
gene_5601,18,20,11,12,124,8,13,126
gene_5591,9,12,23,7,136,16,7,142
gene_5592,10,6,32,9,103,13,0,107
gene_5593,64,11,51,31,299,16,6,280
gene_5602,0,0,0,7,10,3,0,24
gene_5603,0,10,0,0,15,4,0,35
gene_5609,8,4,0,0,19,9,0,6
gene_5610,3,0,9,3,47,0,3,5
gene_5612,0,0,0,0,9,0,0,0
gene_5613,0,0,0,0,3,0,0,4
gene_5626,22,5,9,2,100,17,6,30
gene_5622,69,28,28,7,306,76,22,405
gene_5627,143,46,158,74,499,114,53,453
gene_5631,4,0,0,0,14,0,0,9
gene_5630,6,0,11,5,37,6,0,18
gene_5633,0,0,0,0,0,0,0,0
gene_5636,26,0,0,7,23,11,7,9
gene_5628,2109,936,1131,447,13318,1393,473,9016
gene_5641,9,7,0,4,33,0,0,14
gene_5401,0,0,0,0,0,0,0,0
gene_5406,0,0,0,0,3,0,0,0
gene_5408,0,0,0,0,4,0,0,0
gene_5413,0,0,0,0,0,0,0,0
gene_5415,0,0,0,0,0,0,0,0
gene_5419,0,4,0,0,2,0,0,12
gene_5420,0,0,0,0,0,0,0,0
gene_5423,0,0,0,0,0,0,0,0
gene_5426,0,0,0,0,0,0,0,0
gene_5427,0,0,0,0,0,0,0,0
gene_5429,0,0,0,0,0,0,0,0
gene_5431,0,0,0,0,0,0,0,0
gene_5433,0,0,0,0,28,3,0,15
gene_5434,0,0,0,0,0,0,0,0
gene_5436,0,0,0,0,0,0,0,0
gene_5440,0,0,18,7,38,0,0,69
gene_5442,0,4,0,0,5,0,0,7
gene_5443,0,0,0,0,0,0,0,0
gene_5444,0,0,0,0,0,0,0,0
gene_5445,0,0,0,0,0,0,0,4
gene_5446,0,0,11,0,11,0,0,0
gene_5452,0,0,0,0,0,0,0,0
gene_5453,0,0,3,0,9,0,0,0
gene_5454,0,0,0,0,0,0,0,0
gene_5455,0,0,0,0,0,0,0,0
gene_5456,0,0,0,0,0,0,0,0
gene_5457,0,0,0,0,0,0,0,0
gene_5458,0,0,0,0,0,0,0,0
