gene_id,SRR10229797,SRR10229798,SRR10229799,SRR10229800,SRR10229801,SRR10229802,SRR10229803,SRR10229804,SRR10229805
gene_7996,10,8,9,14,3,0,14,0,10
gene_7997,630,253,1129,504,1433,455,5390,5443,5826
gene_7998,2767,1220,3289,1387,2998,1042,7855,6462,7528
gene_8000,1953,905,1563,676,1493,602,6186,4246,3970
gene_8001,2979,1246,2781,1155,2498,870,12861,7924,8838
gene_8002,208,123,239,105,163,84,1344,836,902
gene_8003,277,171,486,204,462,175,1839,1112,1356
gene_8004,266,137,214,78,103,46,389,263,312
gene_8005,24,8,24,3,37,8,54,43,21
gene_8006,15,14,16,0,16,0,44,39,35
gene_8007,5,0,8,4,1,1,37,13,29
gene_8008,31,0,31,15,41,15,93,69,20
gene_8009,33,10,29,9,13,8,175,166,144
gene_8010,3451,1508,3441,1298,3504,978,18646,10878,12723
gene_8011,10,9,16,8,6,10,106,100,55
gene_8013,4,5,14,7,21,5,56,33,42
gene_8014,3,7,8,6,18,5,19,0,14
gene_8015,669,261,525,198,404,137,3534,2289,2088
gene_8016,3641,1484,3411,1490,3163,1061,14750,9532,9551
gene_8017,934,409,709,237,412,138,1711,1035,1132
gene_8018,60,47,74,11,56,22,683,482,374
gene_8019,1909,856,2430,970,2478,771,16975,11027,11353
gene_8020,1012,500,844,354,654,252,3481,2061,2635
gene_8021,434,237,521,199,937,322,2767,2035,1958
gene_8022,131,65,158,59,207,67,734,387,430
gene_8023,7,0,14,0,0,4,18,18,19
gene_8024,228,96,261,97,131,68,587,286,301
gene_8025,83,50,123,58,130,57,736,368,378
gene_8026,55947,23031,65338,25796,87357,29333,408324,232417,288789
gene_8027,2555,1073,2341,1015,2420,775,13546,8176,9402
gene_8028,18,8,29,0,38,9,289,163,175
gene_8029,148,70,166,81,182,49,844,494,655
gene_8031,2127,936,2067,779,1267,376,6079,4267,3927
gene_8032,24099,10455,29202,12248,33211,11146,365265,262815,237301
gene_8033,598,244,1039,397,1286,353,5316,3079,3761
gene_8034,483,185,377,175,557,161,1222,1114,836
gene_8035,327,103,345,116,487,164,855,500,654
gene_8036,2757,1186,2999,1322,3880,1079,12074,6680,8596
gene_8037,136,49,170,64,142,36,1215,815,804
gene_8038,1555,648,2088,869,2998,1012,8601,5609,6973
gene_8039,91,42,121,40,115,45,552,392,388
gene_8040,474,194,416,181,506,171,1609,1084,1253
gene_8042,80,31,133,68,126,52,900,515,730
gene_8043,328,172,381,207,411,153,619,469,383
gene_8045,46,26,63,15,69,23,1127,726,777
gene_8046,91,20,56,24,151,36,297,144,196
gene_8047,404,176,465,227,581,209,1916,1169,1465
gene_8048,1340,549,1278,545,2223,924,2321,1809,1781
gene_8049,37,12,42,17,50,16,257,138,176
gene_8050,21,6,20,5,17,6,88,53,73
gene_8051,303,188,223,69,190,89,740,387,440
gene_8055,1094,503,1371,534,1338,480,5465,3463,3355
gene_8056,866,357,867,323,891,320,3663,2364,2452
gene_8057,298,90,202,76,144,87,465,284,283
gene_8058,11,0,5,0,30,13,49,16,19
gene_8059,27,28,37,18,4,4,196,88,80
gene_8060,47,12,44,16,77,33,289,110,119
gene_8061,413,249,514,226,724,325,2138,1096,1266
gene_8062,188,102,203,103,86,27,326,170,264
gene_8063,215,56,211,82,92,30,307,199,196
gene_8064,724,306,755,265,701,225,2722,1991,1922
gene_8065,22193,9808,27284,11812,24414,8185,339412,229142,234234
gene_8066,170,69,222,92,193,65,711,398,464
gene_8067,76,50,92,54,191,65,1223,1070,723
gene_8068,930,419,683,370,566,196,1703,1019,1259
gene_8070,357,102,292,149,341,89,1431,734,844
gene_8071,1890,829,2225,971,2607,836,12123,8983,8589
gene_8072,206,90,154,67,278,116,897,1291,463
gene_8073,547,225,609,242,664,196,2127,1205,1425
gene_8074,248,117,387,162,528,199,1020,798,781
gene_8075,399,207,429,215,585,292,1636,1200,1698
gene_8076,441,185,433,185,671,242,2720,1508,1563
gene_8077,476,193,473,190,682,230,1857,1025,1223
gene_8078,3297,1405,3664,1441,4636,1440,13772,8504,10448
gene_8080,365,189,447,192,491,137,2487,1481,1565
gene_8081,27,12,81,9,61,16,174,95,95
gene_8082,168,60,177,61,205,60,457,447,279
gene_8083,1233,527,1041,463,930,364,4063,2746,3028
gene_8084,2549,1262,2938,1448,4135,1679,8162,6314,5189
gene_8085,1043,468,1212,592,1738,704,5508,3274,3568
gene_8086,160,101,158,96,175,105,764,495,385
gene_8087,487,217,593,224,492,205,2756,1473,1993
gene_8088,1131,581,986,466,594,250,3257,2118,2154
gene_8089,279,170,280,152,231,93,1048,571,739
gene_8090,231,95,301,95,254,115,1856,1459,1448
gene_8091,1853,827,1889,690,1943,660,8531,5290,6334
gene_8092,735,376,771,355,962,311,2431,1442,1628
gene_8093,185,75,216,85,207,82,1168,694,751
gene_8094,85,39,120,43,120,34,793,566,489
gene_8095,373,172,284,111,360,114,1134,578,716
gene_8096,366,181,402,201,387,168,1671,911,1120
gene_8097,7969,3615,10709,4414,12609,4356,51213,36608,41620
gene_8098,328,154,341,127,363,90,1505,952,1187
gene_8100,1280,631,1686,680,1820,570,10692,6137,6481
gene_8101,169,89,196,100,237,68,728,401,475
gene_8103,816,358,939,389,1208,357,5289,3771,4025
gene_8104,15,5,15,2,27,8,244,147,157
gene_8105,8,5,22,12,20,14,230,124,107
gene_8106,1222,543,925,379,594,162,6139,3771,3986
gene_8107,142,69,102,51,174,52,423,254,314
gene_8108,457,186,560,197,626,203,3090,1495,1910
gene_8109,207,54,182,75,245,77,523,286,312
gene_8113,185,95,253,94,314,89,1349,764,925
gene_8114,983,471,1032,449,1074,372,5068,3103,3473
gene_8115,219,123,162,55,102,27,176,112,132
gene_8116,840,355,908,327,454,158,49,68,87
gene_8117,423,184,354,119,412,140,1979,1316,1136
gene_8118,333,107,481,199,632,231,3925,1943,2210
gene_8119,1494,805,2015,888,2574,925,9331,10216,6602
gene_8120,207,118,324,98,374,111,1382,969,995
gene_8121,493,230,638,227,541,204,1961,1241,1228
gene_8122,1074,428,944,418,883,291,3556,2047,2259
gene_8123,1360,571,1192,568,1531,500,7998,4785,5137
gene_8124,23,4,12,4,30,9,121,95,108
gene_8125,10,0,25,9,8,7,71,40,99
gene_8127,162,83,227,103,249,88,842,427,555
gene_8128,25,16,38,30,77,22,297,152,130
gene_8129,181,76,196,37,214,54,780,472,493
gene_8130,281,113,191,84,182,48,826,541,541
gene_8131,443,211,471,179,383,145,2055,1157,1492
gene_8134,9,7,24,9,13,10,87,98,49
gene_8135,17,0,17,2,13,0,167,41,63
gene_8138,33,8,75,27,96,17,328,154,228
gene_8139,10798,4488,11336,4407,16204,5611,76840,40877,59052
gene_8140,10,0,14,0,0,0,23,8,6
gene_8141,18,10,9,7,13,7,44,53,52
gene_8142,27,13,27,12,33,12,82,92,60
gene_8143,16860,7478,21546,8611,24509,8064,112584,65707,91169
gene_8144,2121,1022,2248,1012,2539,814,4524,4886,3262
gene_8145,13,10,26,24,46,10,152,104,136
gene_8146,61,22,95,43,151,36,204,195,220
gene_8147,231,123,390,135,372,141,2169,1430,1562
gene_8148,22,11,41,18,40,13,421,222,211
gene_8149,15959,7651,11697,5210,9999,3687,22903,17705,17167
gene_8151,200,71,141,75,133,52,1483,745,1035
gene_8152,380,189,549,207,685,210,1889,1287,1252
gene_8153,17,3,6,2,5,4,56,33,27
gene_8154,1160,516,1358,631,1501,479,7969,4754,5645
gene_8155,986,349,1046,479,1224,440,7297,4498,5434
gene_8156,1243,539,1074,507,1670,485,6492,3864,4407
gene_8157,2,0,1,2,3,0,6,0,12
gene_8158,1299,648,1001,494,908,276,5600,3348,3525
gene_8159,1285,537,1086,492,1127,403,3442,2424,2585
gene_8160,20,7,16,0,36,5,40,37,42
gene_8165,38,14,23,0,15,9,108,72,74
gene_8166,2,0,4,0,16,9,16,22,13
gene_8167,110,52,91,24,114,30,607,296,402
gene_8168,846,356,636,311,428,137,1959,1457,1298
gene_8169,1793,728,1290,576,273,100,1419,1072,1008
gene_8170,464,219,515,222,803,217,2448,1487,1609
gene_8171,118,36,123,27,129,29,744,476,548
gene_8172,96,32,71,39,107,58,540,324,332
gene_8175,2089,940,2467,967,2567,835,10633,6492,7682
gene_8176,913,442,885,429,399,125,1418,918,900
gene_8177,3118,1500,3472,1458,3900,1320,16296,8906,10535
gene_8179,5,8,13,9,47,8,153,102,83
gene_8180,1011,421,890,349,1146,327,1656,1817,1012
gene_8181,240,108,239,112,292,90,2474,1215,1359
gene_8182,33,2,25,10,16,2,156,58,42
gene_8183,1036,464,1021,482,1225,471,13067,6250,6926
gene_8184,4,0,7,9,10,0,64,17,21
gene_8185,2,0,19,0,9,0,51,38,35
gene_8186,10,0,9,2,15,0,80,70,53
gene_8188,17,9,17,7,7,0,57,48,9
gene_8190,64,21,34,19,61,18,76,67,38
gene_8191,926,374,811,370,920,337,3290,2204,2286
gene_8192,149,81,184,87,276,144,543,322,382
gene_8193,7267,3402,7059,3055,4999,1666,25792,18794,19515
gene_8194,3213,1390,3684,1619,8234,2784,18478,11269,11417
gene_8195,2324,977,2168,956,2305,684,9627,5764,6984
gene_8196,1584,707,2075,797,2156,786,15083,8616,9799
gene_8197,263,122,289,131,246,72,814,505,603
gene_8199,52,27,69,31,88,32,255,181,159
gene_8200,558,291,604,231,627,224,2774,1835,1917
gene_8201,372,174,425,147,191,81,938,533,538
gene_8202,473,153,361,166,457,159,1604,979,987
gene_8203,928,397,1590,676,2345,654,5899,4076,4708
gene_8204,18,6,6,3,22,10,42,36,39
gene_8205,396,122,321,179,425,135,848,657,508
gene_8206,976,429,1224,476,1459,478,11038,6348,7720
gene_8209,207,95,312,97,251,92,1469,899,1064
gene_8210,1399,684,1764,749,2479,872,11140,7749,7508
gene_8211,276,132,255,113,273,80,1227,760,840
gene_8212,523,214,490,219,589,170,2867,1871,1979
gene_8213,146,69,149,75,253,57,1384,766,890
gene_8215,13,6,22,8,28,8,144,91,89
gene_8216,720,362,522,285,560,169,1560,1015,1080
gene_8217,207,68,240,109,527,182,581,307,401
gene_8218,1750,851,1712,750,1623,443,8640,4732,6484
gene_8220,70,27,74,34,69,10,245,232,228
gene_8221,57,32,83,23,90,58,320,199,195
gene_8222,1435,652,1777,760,2502,876,10183,5859,7815
gene_8223,692,284,714,314,868,319,1649,1165,1293
gene_8224,251,91,236,96,239,86,1290,609,747
gene_8226,915,425,864,357,1046,337,4601,3192,3200
gene_8227,16,4,3,5,5,5,47,18,34
gene_8228,5,0,3,0,0,0,9,10,0
gene_8230,168,73,164,79,228,85,954,761,710
gene_8231,17,19,28,17,101,27,586,158,165
gene_8232,490,211,544,170,416,139,1093,622,636
gene_8233,16,10,27,10,36,7,77,40,42
gene_8235,196,83,182,60,256,80,1111,756,752
gene_8237,200,86,165,93,256,77,1107,633,767
gene_8238,779,332,929,363,1534,410,4006,2332,2695
gene_8239,313,164,366,129,579,171,1607,1262,1089
gene_8240,1779,773,1679,687,1226,393,11515,8494,7243
gene_9226,25,13,23,13,20,15,102,103,82
gene_9961,2,0,0,0,0,0,0,0,6
gene_9966,55,16,50,41,47,29,265,175,135
gene_9967,9,10,6,0,4,0,72,102,49
gene_9970,0,0,15,9,31,0,51,28,22
gene_9971,32,21,67,17,80,21,312,184,159
gene_9974,4,0,0,0,0,0,0,0,0
gene_9977,119,66,166,79,158,48,797,677,590
gene_9983,0,0,0,0,0,0,4,0,0
gene_9985,0,0,4,11,39,13,111,105,54
gene_9978,629,289,587,292,523,177,3319,2488,2329
gene_9979,70,13,85,19,76,13,355,255,241
gene_9988,7,0,0,0,0,0,2,0,3
gene_8420,0,5,7,5,0,0,93,63,58
gene_8431,0,7,3,0,0,0,4,3,4
gene_8433,0,0,0,0,0,0,0,11,4
gene_8434,0,0,0,0,0,0,0,0,0
gene_8435,0,0,0,3,0,0,4,7,0
gene_8436,0,0,3,0,0,0,7,7,13
gene_8437,0,0,4,0,0,0,10,0,0
gene_8439,0,0,0,0,0,0,12,4,4
gene_8470,0,0,0,0,0,0,0,4,0
gene_8471,0,0,0,0,0,0,0,0,0
gene_8479,0,0,0,0,0,0,6,0,0
gene_8487,0,0,0,0,4,0,0,0,0
gene_8488,0,0,0,0,0,0,0,0,0
gene_8489,0,0,0,0,0,0,0,0,0
gene_8493,0,0,6,7,34,4,66,25,31
gene_8494,0,0,0,0,0,0,0,0,0
gene_8496,0,0,0,0,0,0,0,0,4
gene_8501,0,0,0,0,0,0,8,0,0
gene_8503,0,0,10,0,6,0,48,27,15
gene_8504,0,0,0,12,0,0,26,7,26
gene_8505,0,4,0,0,18,2,45,29,30
gene_8513,0,0,0,0,0,0,0,0,0
gene_8514,0,0,0,0,0,0,0,0,0
gene_8515,0,0,0,0,0,0,4,0,0
gene_8516,0,0,3,5,0,0,13,24,33
gene_8517,0,0,0,0,0,0,4,0,0
gene_8520,0,0,0,0,0,0,0,0,0
gene_8521,0,0,0,0,0,0,0,0,0
gene_8522,0,0,0,0,0,0,0,0,0
gene_8529,0,0,0,10,18,6,35,23,47
gene_8559,0,0,5,0,0,0,9,9,17
gene_8565,0,0,0,0,0,0,0,0,0
gene_8583,0,0,0,0,0,0,8,5,16
gene_8652,0,0,5,0,4,0,80,64,52
gene_8657,0,0,0,0,0,0,0,0,0
gene_8658,0,0,0,0,0,0,0,0,3
gene_8778,0,0,0,0,0,0,14,0,0
gene_8781,0,0,8,0,0,0,65,10,15
gene_8783,0,0,0,0,8,0,32,36,30
gene_8866,0,0,0,6,0,0,14,11,11
gene_8926,0,0,10,0,0,0,35,19,23
gene_8944,0,2,7,3,4,1,42,19,19
gene_8954,0,9,12,0,0,0,24,15,0
gene_9008,0,0,0,0,0,0,7,0,6
gene_9049,0,0,0,0,0,0,0,0,0
gene_9127,0,5,4,3,9,4,8,8,4
gene_9177,0,0,0,0,0,0,8,8,5
gene_9187,0,0,0,0,0,0,3,0,0
gene_9191,0,0,0,0,0,0,0,0,0
gene_9196,0,0,11,5,0,3,108,43,50
gene_9197,0,4,6,0,0,0,11,0,6
gene_9203,0,0,4,0,14,5,56,34,56
gene_8419,5074,2152,5772,2222,7239,2692,27034,13530,16784
gene_8421,24,25,30,20,49,12,295,205,212
gene_8422,3780,1524,5222,2029,7853,2584,19801,17309,16117
gene_8423,15,0,2,0,4,0,8,3,17
gene_8424,2052,820,2299,901,2243,770,8658,5601,6221
gene_8425,555,218,706,342,1363,419,3754,2250,2481
gene_8426,3322,1472,3673,1574,3518,1179,26272,15732,18182
gene_8427,10,2,7,2,17,11,66,24,26
gene_8428,16,0,22,13,24,20,110,75,124
gene_8429,64,34,32,17,33,10,99,61,31
gene_8430,26,10,9,2,42,6,169,59,97
gene_8432,4,15,7,0,14,0,12,7,15
gene_8438,43,33,31,13,15,18,99,72,84
gene_8440,24,0,14,0,46,12,266,196,122
gene_8441,122,45,90,26,88,16,415,336,350
gene_8442,38,27,39,19,32,23,166,112,76
gene_8443,262,125,320,125,510,120,2266,1027,1475
gene_8444,1557,671,1832,738,2829,908,6219,3210,3936
gene_8445,341,147,345,121,391,125,1834,1060,991
gene_8446,83,40,84,46,132,53,1048,449,534
gene_8447,2,0,0,0,0,0,0,0,4
gene_8448,208,108,251,76,202,79,694,479,516
gene_8449,19,11,15,4,39,0,43,59,34
gene_8450,380,148,404,188,376,121,1210,646,720
gene_8451,377,182,462,136,499,211,2100,1208,1272
gene_8453,890,377,1261,518,1624,561,3267,1645,2070
gene_8454,7514,3169,7258,2828,6060,2180,38529,24408,27059
gene_8455,3,0,16,0,0,0,46,19,22
gene_8456,984,375,989,415,818,273,2557,1406,1525
gene_8457,93,38,101,37,107,23,477,288,314
gene_8459,611,319,721,272,1068,335,922,508,661
gene_8460,2021,771,1832,733,1468,564,5974,4240,3600
gene_8461,544,222,511,195,386,141,2030,1282,1495
gene_8462,105,47,127,61,179,51,663,424,496
gene_8463,33,21,91,30,61,20,222,220,105
gene_8464,203,87,265,118,482,124,957,681,637
gene_8465,3252,1361,2813,1266,2814,854,27054,14113,19426
gene_8466,1559,723,1215,568,690,229,1853,1047,1160
gene_8467,1288,454,1343,491,1354,346,5740,3655,3999
gene_8468,1016,406,1031,382,1009,335,3608,2127,2568
gene_8469,504,225,502,183,495,157,1176,906,924
gene_8472,4,0,0,0,0,0,50,18,28
gene_8473,34,21,40,14,74,24,341,289,225
gene_8474,14,0,13,7,17,3,47,18,15
gene_8475,254,79,228,108,384,116,982,701,700
gene_8476,138,97,228,110,296,83,769,479,498
gene_8477,230,104,229,101,194,68,211,234,181
gene_8478,460,203,551,249,606,228,3704,2297,2857
gene_8480,29595,13726,40193,17939,45980,17345,304806,181859,217982
gene_8481,262,98,302,113,347,108,1351,919,1074
gene_8482,26,13,54,33,42,20,179,95,165
gene_8483,3,0,0,0,0,0,12,22,9
gene_8484,4,4,6,5,14,9,64,27,61
gene_8485,6,5,56,22,14,8,63,40,20
gene_8486,100,22,85,47,124,21,804,522,700
gene_8490,27,10,16,0,35,18,137,127,118
gene_8491,1077,457,1318,518,831,274,924,665,827
gene_8492,155,61,201,77,134,48,912,422,600
gene_8495,83,38,68,25,77,21,202,117,118
gene_8498,54,20,43,25,51,17,456,290,278
gene_8499,839,460,963,408,1183,472,4442,2697,3039
gene_8500,524,215,490,190,384,128,1215,640,656
gene_8502,78,32,96,30,109,30,333,215,225
gene_8506,174,87,211,107,302,150,779,440,510
gene_8507,2222,1037,2875,1223,3592,1144,14356,8437,10789
gene_8508,4,0,6,0,1,0,10,4,3
gene_8509,302,123,434,174,638,252,3355,1628,1892
gene_8510,318,145,245,138,387,154,816,633,445
gene_8511,189,93,246,118,255,98,1497,696,721
gene_8512,195,86,151,63,117,47,1220,782,766
gene_8518,8,0,20,10,0,0,61,27,39
gene_8519,48,21,27,12,25,2,94,43,41
gene_8523,81,36,88,47,227,49,354,142,211
gene_8524,13,6,15,10,27,2,37,51,46
gene_8526,1746,779,1274,484,1186,455,1006,707,770
gene_8527,1611,682,1731,638,1761,635,8325,5855,5745
gene_8528,11265,5075,9311,4173,9518,3403,21638,17134,16922
gene_8530,563,283,535,211,216,98,842,624,757
gene_8531,844,405,810,319,655,262,3232,1972,2329
gene_8532,89,41,112,51,127,61,503,221,473
gene_8534,49,6,22,18,64,7,193,95,122
gene_8535,462,213,545,241,666,217,4304,2397,2940
gene_8536,6501,2667,6007,2513,5248,1920,23628,14001,16914
gene_8537,1246,529,1152,504,1620,614,5101,3131,3613
gene_8538,1065,408,1175,494,1945,607,7575,4646,5357
gene_8539,538,224,442,191,501,151,2591,1583,1911
gene_8540,13,9,0,0,17,0,106,61,88
gene_8541,1298,545,1009,362,468,182,1204,799,724
gene_8542,1407,672,1637,687,1851,602,10550,6198,7501
gene_8543,1930,867,2487,980,3541,1216,9737,5972,7229
gene_8544,28,24,22,11,56,17,16,22,20
gene_8545,418,163,526,222,451,131,1865,876,1316
gene_8546,2202,964,2300,943,2748,920,10554,6118,7371
gene_8547,145,70,187,59,118,67,651,352,355
gene_8548,2646,1107,2670,1012,3499,1082,17514,11259,11564
gene_8550,6898,2910,8446,3192,10298,3295,48581,25684,34133
gene_8551,12,0,28,22,6,12,154,111,106
gene_8552,126,49,119,46,169,73,696,435,368
gene_8555,171,77,177,67,166,53,984,734,809
gene_8556,313,157,347,113,68,21,404,361,321
gene_8557,552,230,527,196,839,265,2673,1434,1703
gene_8558,4,2,1,3,4,0,9,11,8
gene_8561,1816,864,2187,846,2530,914,13547,8446,9323
gene_8562,294,154,281,105,211,75,545,470,303
gene_8563,591,230,607,274,676,255,3304,1689,1924
gene_8564,22,12,25,17,52,8,149,58,66
gene_8566,3957,1685,5188,2051,4972,1551,25766,15504,19283
gene_8567,28,10,22,5,6,1,61,26,46
gene_8568,942,342,859,385,1105,418,4879,2866,3315
gene_8569,3796,1827,3739,1470,2772,945,8055,4883,5987
gene_8570,2512,1153,2211,974,2254,828,4429,3016,2817
gene_8571,16,0,14,9,16,7,54,34,26
gene_8572,2518,1133,3368,1333,3789,1305,21995,15245,16672
gene_8573,307,135,325,122,331,84,2131,1153,1294
gene_8574,23,0,17,0,27,4,42,20,20
gene_8575,40,8,41,10,41,7,101,86,75
gene_8576,28349,12848,41342,17406,45290,16409,262572,215778,182166
gene_8578,1458,775,1614,567,1395,527,5658,3302,4113
gene_8579,38,6,22,0,13,0,31,67,23
gene_8580,42,23,38,30,28,11,234,160,167
gene_8581,53,15,47,20,99,25,187,168,123
gene_8582,695,314,684,303,952,321,3608,1959,2800
gene_8584,640,240,506,201,346,100,3788,1988,2197
gene_8585,23,6,0,6,22,6,41,15,23
gene_8586,19,12,24,7,12,4,66,24,43
gene_8587,285,143,192,122,330,102,1135,800,714
gene_8588,5317,2539,5353,2163,7730,2894,30540,20725,21796
gene_8589,137,53,180,98,234,83,461,268,339
gene_8590,1757,803,1522,659,1723,563,3988,2206,2601
gene_8591,1344,567,1350,520,1481,474,5053,2864,3421
gene_8592,45,33,49,16,42,12,134,136,83
gene_8593,2190,980,2520,1134,3586,1219,10747,9312,7347
gene_8594,1563,674,1898,645,1953,585,8801,6766,6201
gene_8595,38,9,51,16,80,17,405,203,288
gene_8596,774,293,915,385,1255,491,4637,2826,3249
gene_8597,539,192,564,238,743,237,2269,1255,1766
gene_8599,1942,843,1622,687,979,348,3671,2237,2417
gene_8600,99,31,142,63,149,59,625,341,465
gene_8601,60,20,80,27,68,20,379,192,215
gene_8602,129,70,176,52,247,86,1046,560,649
gene_8603,167,91,124,61,129,70,274,105,148
gene_8604,42,18,69,36,144,47,1012,527,560
gene_8605,378,164,398,180,521,212,1268,821,924
gene_8606,641,246,574,189,272,103,1589,1048,1030
gene_8607,306,130,275,143,352,152,1839,931,1217
gene_8608,3347,1406,4484,1848,5109,1824,22294,14606,17205
gene_8609,3856,1583,4332,1817,8182,2802,17463,8448,11723
gene_8610,59,66,125,64,205,76,281,65,157
gene_8611,339,160,417,182,624,208,1809,948,1100
gene_8612,671,265,555,249,601,235,975,683,821
gene_8613,209,85,323,87,253,121,1512,1223,1359
gene_8614,8,6,12,6,22,10,33,21,38
gene_8615,226,97,339,97,413,100,2020,1199,1220
gene_8616,352,203,686,232,1021,299,2999,3886,4385
gene_8617,1168,575,1054,461,995,401,9077,5246,4604
gene_8618,3344,1484,3432,1401,2597,896,14973,11732,9688
gene_8619,2165,1065,2071,1001,2805,1012,4593,3180,3108
gene_8620,4838,2077,5512,2407,4580,1722,18292,19862,13242
gene_8621,1500,690,1893,769,2543,811,8541,4569,5553
gene_8622,16,6,21,7,18,9,14,12,13
gene_8623,9,4,10,5,29,12,36,33,27
gene_8624,1646,784,1273,564,1126,324,3511,2010,2153
gene_8625,681,330,519,227,370,131,298,335,199
gene_8626,765,314,785,290,665,174,2601,1657,1716
gene_8627,1943,990,1939,711,1808,612,8958,6373,6380
gene_8628,12,11,20,7,18,1,73,37,56
gene_8629,1278,570,1444,644,1944,699,8309,5407,6150
gene_8632,46,19,19,24,40,18,43,36,18
gene_8633,2562,1154,3430,1331,4942,1699,17579,10026,12738
gene_8634,19,17,15,6,12,7,42,27,18
gene_8635,151,87,181,85,440,164,1585,702,844
gene_8636,190,62,147,91,295,95,1092,627,795
gene_8637,855,389,740,292,496,199,2777,2197,2060
gene_8638,176,104,143,55,55,19,381,282,211
gene_8639,1228,560,1245,544,767,311,8899,6511,5972
gene_8640,256,141,325,140,563,203,1200,931,828
gene_8641,342,156,497,200,601,194,2507,1379,1617
gene_8642,65,36,105,30,61,21,417,281,281
gene_8643,294,158,264,137,348,94,1240,842,840
gene_8644,31,14,25,13,14,9,224,116,131
gene_8645,1964,886,2231,1067,2212,832,12102,9974,8508
gene_8646,17,0,11,0,0,0,37,32,41
gene_8647,162,36,186,72,229,94,1162,1304,748
gene_8648,77,31,70,39,148,45,230,127,127
gene_8649,1034,511,1438,705,1945,711,8392,4768,5212
gene_8650,116,32,126,42,204,82,497,400,352
gene_8651,348,170,565,194,641,229,2254,1357,1601
gene_8653,129,58,163,60,186,82,1031,620,685
gene_8654,426,170,585,206,931,313,2298,1257,1512
gene_8655,4344,1985,4168,1650,3827,1378,11703,8023,8528
gene_8659,22,10,23,10,28,0,140,118,71
gene_8660,8,0,0,0,0,0,10,5,0
gene_8661,2244,1000,2777,1278,4043,1540,12155,10921,8594
gene_8662,1733,810,2256,885,2792,856,11936,7386,9021
gene_8663,38,29,49,15,59,19,237,93,116
gene_8664,155,57,190,68,225,97,1377,852,929
gene_8665,1110,564,1030,401,897,328,4873,2835,3333
gene_8666,21,0,0,6,14,0,55,19,41
gene_8667,25,8,24,9,29,5,99,102,61
gene_8668,111,43,122,47,179,72,262,308,192
gene_8669,2633,1257,2657,1284,3199,1148,9144,5736,5784
gene_8670,308,109,305,117,371,131,1547,897,1136
gene_8671,470,203,486,175,301,107,2318,1610,1496
gene_8672,26,13,39,12,29,15,91,35,59
gene_8673,2037,954,2365,912,3179,1243,10433,6606,7454
gene_8674,858,424,1223,393,1604,535,3350,2711,2478
gene_8675,9,10,15,6,9,5,70,86,41
gene_8676,640,249,804,313,1322,360,4796,3031,3443
gene_8677,2648,1264,2024,796,962,428,3421,2221,2398
gene_8679,1002,453,1306,585,1456,474,9035,5010,6670
gene_8681,1234,552,925,388,688,188,2330,1886,1677
gene_8682,580,226,761,287,1675,507,2698,1533,1704
gene_8683,3,5,7,7,7,0,22,21,24
gene_8684,68,43,49,43,32,0,251,221,140
gene_8685,21130,9419,30676,12884,38536,14168,168769,103005,121796
gene_8686,136,69,211,86,331,96,563,344,438
gene_8687,107,52,124,59,139,41,598,347,365
gene_8688,164,57,166,36,139,32,687,405,485
gene_8689,8463,4150,6140,2887,5320,2086,12351,8952,7943
gene_8690,1865,916,2311,844,2587,917,13696,10208,9826
gene_8691,43,23,48,18,48,6,175,135,88
gene_8692,80,52,66,22,97,23,148,121,94
gene_8693,13,4,21,17,32,12,108,71,85
gene_8694,131,46,127,60,270,88,740,467,463
gene_8695,4783,2161,4404,1806,2017,737,16127,9886,10868
gene_8696,8342,3847,7924,3309,6647,2236,48437,31167,34535
gene_8697,62,21,72,38,44,18,331,168,142
gene_8698,651,328,611,224,684,285,1213,932,828
gene_8699,20475,8849,16711,6978,3232,1141,11227,7911,7532
gene_8700,1457,557,1542,692,1439,489,8331,5588,5426
gene_8701,821,271,730,294,785,283,2673,1725,1873
gene_8702,265,101,209,65,128,28,626,497,380
gene_8703,344,163,443,203,593,173,2107,1007,1176
gene_8704,492,210,546,245,540,238,1901,1099,1202
gene_8705,225,92,182,75,279,121,672,461,520
gene_8706,3,0,4,4,3,0,7,4,10
gene_8707,81,42,97,19,37,20,207,112,74
gene_8708,188,70,150,75,200,85,767,556,575
gene_8709,2706,1277,3055,1250,4001,1521,12720,9553,8329
gene_8710,36268,16438,33981,15027,20036,6940,50299,36233,38770
gene_8711,17,17,38,25,29,13,178,125,146
gene_8712,195,79,200,80,259,108,1382,754,896
gene_8713,15,12,24,23,54,18,262,160,174
gene_8714,9969,4652,10869,4700,11412,3754,48495,32608,37209
gene_8715,93,45,130,53,133,50,1856,1150,1441
gene_8716,65,21,63,29,48,18,183,204,91
